date,open,high,low,close,volume,oi,predictions
2022-06-23 09:15:00+05:30,15451.55,15628.25,15368.45,15577.55,0,0,15498.756276346447
2022-06-24 09:15:00+05:30,15657.4,15747.4,15619.8,15698.95,0,0,15614.635254154204
2022-06-27 09:15:00+05:30,15926.2,15926.5,15816.25,15836.1,0,0,15733.931553776265
2022-06-28 09:15:00+05:30,15757.45,15887.75,15710.45,15883.0,0,0,15866.973866364362
2022-06-29 09:15:00+05:30,15701.7,15861.3,15689.1,15783.35,0,0,15920.720924124716
2022-06-30 09:15:00+05:30,15774.5,15889.65,15732.05,15735.9,0,0,15833.294540858864
2022-07-01 09:15:00+05:30,15703.7,15791.7,15511.85,15764.0,0,0,15768.562664029005
2022-07-04 09:15:00+05:30,15710.5,15852.3,15662.5,15829.15,0,0,15777.911621779798
2022-07-05 09:15:00+05:30,15909.15,16025.75,15785.7,15799.95,0,0,15836.475363827347
2022-07-06 09:15:00+05:30,15818.2,16010.8,15801.5,16007.85,0,0,15822.540098549129
2022-07-07 09:15:00+05:30,16113.75,16150.05,16047.05,16136.85,0,0,15999.046094491483
2022-07-08 09:15:00+05:30,16273.65,16273.65,16157.9,16217.5,0,0,16138.967302743196
2022-07-11 09:15:00+05:30,16136.15,16248.4,16115.65,16199.05,0,0,16227.297492234113
2022-07-12 09:15:00+05:30,16126.2,16158.65,16032.25,16037.75,0,0,16217.72867174089
2022-07-13 09:15:00+05:30,16128.2,16139.85,15950.55,15975.75,0,0,16069.52780791998
2022-07-14 09:15:00+05:30,16018.85,16070.5,15859.2,15947.95,0,0,15988.619316874148
2022-07-15 09:15:00+05:30,16010.8,16066.45,15927.45,16052.85,0,0,15953.752839030623
2022-07-18 09:15:00+05:30,16151.4,16286.8,16146.65,16281.4,0,0,16045.100817676783
2022-07-19 09:15:00+05:30,16187.05,16359.15,16187.05,16329.3,0,0,16264.129026610255
2022-07-20 09:15:00+05:30,16562.8,16588.0,16491.15,16495.8,0,0,16341.813307729959
2022-07-21 09:15:00+05:30,16523.55,16624.15,16485.85,16609.8,0,0,16494.240141078833
2022-07-22 09:15:00+05:30,16661.25,16752.25,16611.0,16714.3,0,0,16609.103917313216
2022-07-25 09:15:00+05:30,16662.55,16704.95,16564.5,16610.05,0,0,16709.77969258666
2022-07-26 09:15:00+05:30,16632.9,16634.75,16463.55,16466.55,0,0,16625.08309425414
2022-07-27 09:15:00+05:30,16475.35,16652.55,16439.7,16642.75,0,0,16481.95570961237
2022-07-28 09:15:00+05:30,16774.85,16943.6,16748.3,16922.05,0,0,16613.935241371397
2022-07-29 09:15:00+05:30,17079.5,17172.2,17018.35,17157.95,0,0,16882.241451794504
2022-08-01 09:15:00+05:30,17243.2,17355.65,17156.3,17332.3,0,0,17129.646461182834
2022-08-02 09:15:00+05:30,17310.15,17389.7,17217.4,17294.85,0,0,17311.209899100664
2022-08-03 09:15:00+05:30,17349.25,17406.4,17226.0,17392.9,0,0,17290.58771879196
2022-08-04 09:15:00+05:30,17463.1,17489.25,17161.8,17364.0,0,0,17365.689011954666
2022-08-05 09:15:00+05:30,17423.65,17474.1,17349.6,17389.05,0,0,17342.137613105177
2022-08-08 09:15:00+05:30,17401.5,17548.7,17361.0,17527.85,0,0,17360.5541122818
2022-08-10 09:15:00+05:30,17566.1,17566.1,17443.55,17523.75,0,0,17486.69523682773
2022-08-11 09:15:00+05:30,17711.65,17716.65,17632.35,17638.65,0,0,17499.435497527124
2022-08-12 09:15:00+05:30,17659.65,17724.25,17598.15,17698.65,0,0,17605.462508361936
2022-08-16 09:15:00+05:30,17797.2,17838.75,17764.6,17828.3,0,0,17670.34198070109
2022-08-17 09:15:00+05:30,17868.15,17965.4,17834.6,17930.95,0,0,17793.891067249777
2022-08-18 09:15:00+05:30,17898.65,17967.55,17852.5,17964.45,0,0,17897.324775743487
2022-08-19 09:15:00+05:30,17966.55,17989.15,17711.15,17726.95,0,0,17936.112316612005
2022-08-22 09:15:00+05:30,17682.9,17687.55,17468.1,17494.35,0,0,17724.51485616386
2022-08-23 09:15:00+05:30,17357.35,17624.5,17346.95,17623.35,0,0,17495.178784480097
2022-08-24 09:15:00+05:30,17525.45,17622.15,17499.9,17607.55,0,0,17589.84440140903
2022-08-25 09:15:00+05:30,17679.0,17726.4,17488.6,17508.2,0,0,17594.763231371046
2022-08-26 09:15:00+05:30,17619.3,17685.2,17520.15,17582.9,0,0,17516.31448802829
2022-08-29 09:15:00+05:30,17188.65,17379.6,17168.25,17339.1,0,0,17578.89924281001
2022-08-30 09:15:00+05:30,17414.95,17776.85,17409.7,17744.2,0,0,17370.5255264771
2022-09-01 09:15:00+05:30,17485.7,17695.5,17469.0,17563.25,0,0,17714.022931565643
2022-09-02 09:15:00+05:30,17598.4,17643.0,17477.1,17527.85,0,0,17588.59729255438
2022-09-05 09:15:00+05:30,17546.45,17682.95,17546.45,17653.9,0,0,17546.224804493788
2022-09-06 09:15:00+05:30,17695.7,17764.0,17587.95,17651.6,0,0,17649.144324303867
2022-09-07 09:15:00+05:30,17519.4,17650.7,17519.4,17629.5,0,0,17657.559530843497
2022-09-08 09:15:00+05:30,17748.15,17806.95,17692.9,17800.1,0,0,17638.3450976038
2022-09-09 09:15:00+05:30,17923.35,17925.3,17786.15,17829.3,0,0,17787.019158749583
2022-09-12 09:15:00+05:30,17890.85,17980.2,17890.85,17931.6,0,0,17826.261996495727
2022-09-13 09:15:00+05:30,18044.45,18087.95,18016.05,18066.5,0,0,17920.47158455849
2022-09-14 09:15:00+05:30,17771.15,18090.65,17771.15,18000.65,0,0,18046.430710133314
2022-09-15 09:15:00+05:30,18046.35,18095.4,17861.95,17872.3,0,0,17994.83456745267
2022-09-16 09:15:00+05:30,17796.8,17815.8,17498.7,17550.1,0,0,17871.102683399917
2022-09-19 09:15:00+05:30,17540.65,17665.95,17431.0,17631.85,0,0,17567.728498649
2022-09-20 09:15:00+05:30,17770.4,17918.45,17761.95,17791.25,0,0,17613.269099695088
2022-09-21 09:15:00+05:30,17766.35,17838.7,17663.7,17715.9,0,0,17768.144102019072
2022-09-22 09:15:00+05:30,17609.65,17722.65,17532.7,17635.95,0,0,17725.491794699432
2022-09-23 09:15:00+05:30,17593.85,17640.45,17293.0,17332.25,0,0,17652.61641217053
2022-09-26 09:15:00+05:30,17156.3,17195.75,16979.1,17027.85,0,0,17372.535833210946
2022-09-27 09:15:00+05:30,17110.9,17175.6,16943.3,17043.45,0,0,17073.124235199095
2022-09-28 09:15:00+05:30,16870.55,17037.55,16820.9,16826.15,0,0,17057.428470915558
2022-09-29 09:15:00+05:30,16993.6,17025.85,16788.95,16842.9,0,0,16874.519904221892
2022-09-30 09:15:00+05:30,16798.05,17186.8,16748.7,17107.2,0,0,16877.776654366255
2022-10-03 09:15:00+05:30,17102.1,17113.15,16855.6,16876.0,0,0,17119.661804649237
2022-10-04 09:15:00+05:30,17147.45,17284.45,17126.85,17277.45,0,0,16949.663852353693
2022-10-06 09:15:00+05:30,17379.25,17428.3,17317.0,17317.0,0,0,17281.759604166153
2022-10-07 09:15:00+05:30,17287.2,17336.95,17217.5,17316.15,0,0,17349.90241454661
2022-10-10 09:15:00+05:30,17094.35,17279.9,17065.8,17252.45,0,0,17350.80828364849
2022-10-11 09:15:00+05:30,17256.05,17256.05,16950.65,16964.15,0,0,17282.335679154396
2022-10-12 09:15:00+05:30,17025.55,17141.65,16960.5,17129.05,0,0,17011.141308093665
2022-10-13 09:15:00+05:30,17087.35,17111.0,16957.65,17017.8,0,0,17121.354894163607
2022-10-14 09:15:00+05:30,17322.3,17347.65,17170.1,17200.35,0,0,17038.883474476337
2022-10-17 09:15:00+05:30,17144.8,17328.2,17098.95,17320.55,0,0,17196.22867197633
2022-10-18 09:15:00+05:30,17438.75,17527.4,17438.75,17490.6,0,0,17322.902484552862
2022-10-19 09:15:00+05:30,17568.15,17607.15,17472.9,17518.85,0,0,17488.66282204807
2022-10-20 09:15:00+05:30,17423.1,17584.1,17421.5,17565.25,0,0,17526.720570333004
2022-10-21 09:15:00+05:30,17622.85,17669.75,17521.25,17583.75,0,0,17565.1602170074
2022-10-25 09:15:00+05:30,17808.3,17808.3,17639.5,17642.65,0,0,17578.53464596808
2022-10-27 09:15:00+05:30,17771.4,17783.0,17654.7,17758.9,0,0,17628.39704049766
2022-10-28 09:15:00+05:30,17756.4,17838.6,17724.0,17795.95,0,0,17735.308493133187
2022-10-31 09:15:00+05:30,17910.2,18022.7,17901.2,18015.7,0,0,17778.12143866718
2022-11-01 09:15:00+05:30,18130.7,18175.4,18060.9,18142.75,0,0,17978.45865271807
2022-11-02 09:15:00+05:30,18177.9,18177.9,18049.95,18072.1,0,0,18108.831403067114
2022-11-03 09:15:00+05:30,17968.35,18105.7,17964.6,18048.05,0,0,18054.149928651455
2022-11-04 09:15:00+05:30,18053.4,18134.2,18017.5,18127.9,0,0,18023.244174303414
2022-11-07 09:15:00+05:30,18211.75,18254.35,18064.9,18203.35,0,0,18089.56759387255
2022-11-09 09:15:00+05:30,18288.25,18288.25,18118.65,18121.05,0,0,18164.97392662704
2022-11-10 09:15:00+05:30,18044.35,18102.95,17969.6,18036.8,0,0,18099.62431800604
2022-11-11 09:15:00+05:30,18272.35,18360.75,18260.25,18355.3,0,0,18019.617703397274
2022-11-14 09:15:00+05:30,18376.4,18399.0,18311.8,18320.25,0,0,18302.466995772123
2022-11-15 09:15:00+05:30,18362.75,18426.55,18282.25,18421.55,0,0,18296.526376339796
2022-11-16 09:15:00+05:30,18398.25,18441.65,18344.5,18401.35,0,0,18391.432351690535
2022-11-17 09:15:00+05:30,18358.7,18417.2,18313.05,18333.95,0,0,18376.296625191568
2022-11-18 09:15:00+05:30,18382.95,18393.8,18210.4,18304.35,0,0,18313.20706448853
2022-11-21 09:15:00+05:30,18246.4,18253.15,18133.9,18157.95,0,0,18280.389755316377
2022-11-22 09:15:00+05:30,18179.15,18257.4,18138.5,18251.5,0,0,18146.53580051601
2022-11-23 09:15:00+05:30,18325.2,18325.2,18248.25,18254.1,0,0,18224.479804481864
2022-11-24 09:15:00+05:30,18326.1,18527.45,18294.45,18510.85,0,0,18237.002930759787
2022-11-25 09:15:00+05:30,18528.45,18534.7,18445.5,18498.4,0,0,18476.7687745595
2022-11-28 09:15:00+05:30,18430.55,18614.1,18430.55,18553.4,0,0,18483.53780539632
2022-11-29 09:15:00+05:30,18552.45,18677.7,18552.45,18603.6,0,0,18533.554982231857
2022-11-30 09:15:00+05:30,18625.7,18810.95,18617.3,18776.95,0,0,18576.995973941088
2022-12-01 09:15:00+05:30,18871.95,18886.6,18778.5,18800.95,0,0,18735.492589429025
2022-12-02 09:15:00+05:30,18752.4,18778.55,18639.6,18705.2,0,0,18765.02692995787
2022-12-05 09:15:00+05:30,18719.55,18723.85,18591.95,18694.05,0,0,18677.824402099253
2022-12-06 09:15:00+05:30,18600.65,18654.2,18579.2,18647.8,0,0,18659.063335949184
2022-12-07 09:15:00+05:30,18638.85,18668.05,18529.1,18550.75,0,0,18614.776431654693
2022-12-08 09:15:00+05:30,18570.85,18624.55,18537.2,18614.4,0,0,18526.492224353555
2022-12-09 09:15:00+05:30,18662.4,18662.4,18411.15,18493.25,0,0,18582.26196610868
2022-12-12 09:15:00+05:30,18402.15,18521.0,18347.05,18494.7,0,0,18479.181808084253
2022-12-13 09:15:00+05:30,18524.4,18617.1,18491.7,18596.75,0,0,18478.316597619058
2022-12-14 09:15:00+05:30,18671.25,18695.85,18633.2,18643.0,0,0,18573.028462915423
2022-12-15 09:15:00+05:30,18614.4,18651.45,18388.4,18399.75,0,0,18624.767010641102
2022-12-16 09:15:00+05:30,18319.1,18440.5,18255.7,18270.1,0,0,18407.62460384369
2022-12-19 09:15:00+05:30,18288.1,18431.25,18244.65,18426.2,0,0,18273.37770428121
2022-12-20 09:15:00+05:30,18340.3,18404.65,18203.2,18385.85,0,0,18404.434131935242
2022-12-21 09:15:00+05:30,18435.15,18472.5,18164.0,18207.55,0,0,18381.928345456123
2022-12-22 09:15:00+05:30,18288.8,18317.05,18068.95,18114.7,0,0,18222.93544173181
2022-12-23 09:15:00+05:30,17977.65,18045.8,17780.45,17824.1,0,0,18125.740338554384
2022-12-26 09:15:00+05:30,17830.4,18083.5,17775.55,18009.6,0,0,17855.754280955196
2022-12-27 09:15:00+05:30,18089.8,18148.6,17967.5,18136.0,0,0,18004.12496611953
2022-12-28 09:15:00+05:30,18084.75,18173.05,18071.5,18106.9,0,0,18136.467164932492
2022-12-29 09:15:00+05:30,18045.7,18210.85,17992.9,18210.4,0,0,18127.18215636313
2022-12-30 09:15:00+05:30,18259.1,18264.6,18080.9,18117.05,0,0,18217.53043828428
2023-01-02 09:15:00+05:30,18131.7,18215.1,18087.55,18207.1,0,0,18134.618028768302
2023-01-03 09:15:00+05:30,18163.2,18251.85,18149.95,18234.3,0,0,18205.28799634278
2023-01-04 09:15:00+05:30,18230.65,18241.2,18022.6,18036.85,0,0,18230.876785502434
2023-01-05 09:15:00+05:30,18101.95,18119.05,17892.6,17999.8,0,0,18052.956388049723
2023-01-06 09:15:00+05:30,18008.05,18046.6,17796.15,17865.85,0,0,18002.308237084748
2023-01-09 09:15:00+05:30,17952.55,18141.0,17936.7,18088.75,0,0,17876.211098396183
2023-01-10 09:15:00+05:30,18121.3,18122.9,17857.25,17925.35,0,0,18070.379911487104
2023-01-11 09:15:00+05:30,17924.25,17975.4,17825.35,17888.4,0,0,17942.960601845385
2023-01-12 09:15:00+05:30,17920.85,17944.8,17762.25,17866.0,0,0,17901.557266623975
2023-01-13 09:15:00+05:30,17867.5,17998.95,17774.55,17950.5,0,0,17875.08876031697
2023-01-16 09:15:00+05:30,18033.15,18049.65,17854.15,17891.7,0,0,17950.269108242992
2023-01-17 09:15:00+05:30,17922.8,18070.5,17888.2,18056.8,0,0,17904.97245901704
2023-01-18 09:15:00+05:30,18074.3,18183.2,18032.6,18163.8,0,0,18049.869126526715
2023-01-19 09:15:00+05:30,18119.8,18155.1,18064.3,18089.05,0,0,18156.911538568143
2023-01-20 09:15:00+05:30,18115.6,18144.65,18017.45,18027.3,0,0,18096.540250614882
2023-01-23 09:15:00+05:30,18118.45,18161.7,18064.75,18104.95,0,0,18030.80927595973
2023-01-24 09:15:00+05:30,18183.95,18200.75,18079.15,18101.15,0,0,18090.85456283093
2023-01-25 09:15:00+05:30,18093.35,18093.35,17846.6,17910.05,0,0,18091.980827030544
